Date, Close/Last, Volume, Open, High, Low
03/24/2021, $234.27, 6097320, $244.49, $244.97, $233.76
03/23/2021, $243.77, 5093181, $245.55, $246.84, $242.25
03/22/2021, $244.385, 5790225, $242.03, $246.95, $240.85
03/19/2021, $241.28, 10555120, $239.63, $243.15, $237.13
03/18/2021, $238.41, 9331202, $246.46, $247.27, $237.8
03/17/2021, $251.47, 6340146, $245.84, $254.4611, $242.9
03/16/2021, $249.31, 7370425, $253.42, $254.78, $247.55
03/15/2021, $249.98, 7065138, $251.418, $252, $246.79
03/12/2021, $250.35, 7609684, $249.49, $251.548, $244.3026
03/11/2021, $253.83, 9234249, $247.12, $254.92, $246.53
03/10/2021, $242.07, 9507992, $249.31, $249.96, $241.27
03/09/2021, $241.76, 12071200, $240.98, $244.44, $236.04
03/08/2021, $226.09, 13340270, $239, $241.33, $225.65
03/05/2021, $239.05, 16830230, $243.12, $243.748, $223.09
03/04/2021, $239.07, 18878780, $251.76, $254.8, $232.27
03/03/2021, $255.06, 10841760, $265.02, $267.6599, $253.25
03/02/2021, $269.19, 8484874, $275.96, $277.5, $268.91
03/01/2021, $273.63, 10558510, $268.895, $274.54, $265.72
02/26/2021, $259.85, 11915230, $257.45, $261.86, $253.1142
02/25/2021, $253.94, 13403260, $262.76, $266, $251.42
02/24/2021, $266.07, 10839980, $266.105, $268.6662, $259.1001
02/23/2021, $265, 20440280, $259.69, $267.25, $252.56
02/22/2021, $273.85, 13132450, $281.42, $285, $273.29
02/19/2021, $286.92, 9413810, $292.12, $293.94, $285.46
02/18/2021, $290.81, 9715481, $291.13, $292.97, $285.03
02/17/2021, $297.2, 9879846, $297.63, $301.5, $290.56
02/16/2021, $304.79, 13597700, $306.4, $309.14, $298.18
02/12/2021, $298.37, 11882180, $292.64, $299.34, $289.32
02/11/2021, $285.03, 21371110, $287.33, $302.1, $281.6
02/10/2021, $283.18, 9364487, $285.1, $286.08, $278.401
02/09/2021, $284.2, 8696995, $280.38, $286.89, $276.51
02/08/2021, $282.17, 10084300, $276.88, $282.6989, $274.6235
02/05/2021, $269.44, 7978598, $268.61, $270, $264.71
02/04/2021, $270.43, 23840860, $265.34, $274.94, $260.85
02/03/2021, $251.9, 13545700, $253.96, $254.315, $247.39
02/02/2021, $249.1, 7082835, $243.61, $250.19, $240.53
02/01/2021, $241.85, 7788173, $238.37, $244.14, $235.4
01/29/2021, $234.31, 9805849, $238.65, $240.87, $232.66
01/28/2021, $237.79, 8295538, $235, $241.555, $232.21
01/27/2021, $229.94, 11787020, $234.7, $235.4, $225
01/26/2021, $241, 7882985, $246.9, $248.76, $240.03
01/25/2021, $247.75, 8499384, $253.8, $254.39, $242.22
01/22/2021, $252, 7800506, $246.65, $254.39, $246.2
01/21/2021, $248.64, 10336550, $246.67, $250.37, $243.58
01/20/2021, $244.26, 5803248, $248.85, $249.65, $244.14
01/19/2021, $247.25, 7436752, $243.3, $248.74, $241
01/15/2021, $239.79, 8373333, $242.25, $244.5632, $235.0341
01/14/2021, $242.06, 6976718, $246.87, $249.85, $241.54
01/13/2021, $244.9, 7354936, $236.57, $247.44, $236.54
01/12/2021, $237.64, 4145557, $237.62, $238.8, $233.83
01/11/2021, $237.5, 5073071, $238.04, $240.84, $234.09
01/08/2021, $242.46, 6767739, $237.43, $242.91, $236.0687
01/07/2021, $235.04, 7107892, $229.46, $235.6, $229.22
01/06/2021, $226.83, 9211701, $228.94, $232.49, $225.7021
01/05/2021, $234.91, 5047831, $230.47, $235.64, $229.8
01/04/2021, $231.92, 8148695, $237.8, $237.9969, $227.5348
12/31/2020, $234.2, 5002663, $232, $234.69, $229.69
12/30/2020, $231.51, 6017643, $232.19, $233.84, $230.02
12/29/2020, $231.03, 8316075, $236, $236.25, $229.68
12/28/2020, $235.73, 7079520, $243.5, $243.5, $235.25
12/24/2020, $238.64, 3053752, $240.36, $242.12, $238.09
12/23/2020, $239.44, 6421336, $243.6, $244.25, $238.33
12/22/2020, $243.49, 6340935, $240.165, $243.68, $238.09
12/21/2020, $237.72, 8156045, $232.62, $239.7514, $232.2013
12/18/2020, $236.45, 11534720, $236.66, $237.17, $232.28
12/17/2020, $235.51, 8914060, $234.51, $238.1, $232.4
12/16/2020, $230.2, 10110030, $224.8, $231.15, $224.61
12/15/2020, $221.6, 6508117, $221.93, $222.31, $217.12
12/14/2020, $220.79, 9759424, $215.95, $223.16, $215
12/11/2020, $214.06, 4283354, $213.39, $215, $210.4203
12/10/2020, $215.34, 6556822, $208.36, $216.23, $206.65
12/09/2020, $210.8, 7807532, $217, $218.94, $209.25
12/08/2020, $216.94, 5419592, $216.325, $218.72, $215.57
12/07/2020, $217.93, 5363365, $217.39, $219.32, $216.31
12/04/2020, $217.77, 6214640, $214.88, $218.553, $213.01
12/03/2020, $214.54, 7645193, $213.33, $216.93, $213.11
12/02/2020, $212.56, 7537366, $215.6, $215.75, $210.5
12/01/2020, $216.54, 10146960, $217.15, $220.57, $214.3401
11/30/2020, $214.12, 12976150, $212.51, $215.83, $207.09
11/27/2020, $211.39, 5363151, $213.2, $213.84, $208.62
11/25/2020, $214.46, 13817470, $206.29, $216.07, $206.23
11/24/2020, $206, 14781560, $204, $207.0791, $198.86
11/23/2020, $200.82, 12019990, $194.53, $202.16, $193.92
11/20/2020, $192.67, 11518660, $192.47, $194.73, $190.96
11/19/2020, $190.9, 9391530, $190.82, $192.75, $189.57
11/18/2020, $190.12, 8095357, $192.59, $192.95, $189.54
11/17/2020, $192.3, 6448805, $192.13, $194.63, $190.63
11/16/2020, $191.94, 10127760, $185.19, $192.38, $183.54
11/13/2020, $188.62, 6020699, $191.1069, $191.7299, $186.85
11/12/2020, $189.1, 7103620, $193.95, $194.9, $188.43
11/11/2020, $192.34, 9151685, $187.498, $193.1, $186.4
11/10/2020, $183.36, 13144320, $184.98, $186.71, $178.6
11/09/2020, $184.72, 18986390, $195.74, $196.07, $184.44
11/06/2020, $202.73, 8075064, $204.6, $204.92, $198.55
11/05/2020, $204.56, 15188530, $202.3, $204.92, $199.37
11/04/2020, $194.29, 16106950, $186.76, $195, $184.1102
11/03/2020, $179.81, 31655970, $177.94, $188.75, $174.81
11/02/2020, $187.76, 14386020, $189.01, $192.705, $185.05
10/30/2020, $186.13, 12041240, $193.29, $195.33, $182.92
10/29/2020, $195.04, 7627102, $194.08, $197.59, $192.31
10/28/2020, $192.31, 8050042, $196.96, $198.39, $191.5
10/27/2020, $200.43, 4754359, $198.79, $201.32, $197.72
10/26/2020, $197.22, 7715998, $200.66, $203.89, $195.05
10/23/2020, $203.04, 6644745, $206.24, $206.24, $201.21
10/22/2020, $203.93, 12398290, $211.9, $212.34, $202.1403
10/21/2020, $213.07, 17247190, $208.3, $215.83, $206.02
10/20/2020, $201.96, 4867725, $201.14, $205.47, $200.31
10/19/2020, $200.06, 6566682, $205.52, $207.23, $199.1
10/16/2020, $204.45, 9663990, $204.44, $207.47, $202.22
10/15/2020, $203.14, 7630531, $199.99, $203.48, $198.128
10/14/2020, $203.6, 8591824, $208.204, $208.948, $200.5
10/13/2020, $207.74, 8145300, $202.44, $209.02, $200.11
10/12/2020, $201.51, 10603250, $199.87, $204.08, $196.6323
10/09/2020, $197.27, 7082372, $194.36, $197.35, $192.6
10/08/2020, $193.06, 5582626, $196.75, $196.87, $192.67
10/07/2020, $194.61, 4228748, $193.91, $195.71, $193.33
10/06/2020, $191.66, 5921767, $196.13, $197.37, $190.88
10/05/2020, $196.85, 5024054, $193.55, $196.91, $192.16
10/02/2020, $191.91, 6546430, $192.73, $196.21, $189.25
10/01/2020, $196.94, 7268872, $199.26, $201.27, $196.2205
09/30/2020, $197.03, 7939637, $194.06, $198.72, $193.311
09/29/2020, $194.5, 6766102, $192.64, $195.78, $191.11
09/28/2020, $192.02, 7590637, $191, $192.47, $188.09
09/25/2020, $187.25, 7606454, $182.4, $187.92, $180.13
09/24/2020, $182.19, 7374516, $180.17, $184.9, $179.6
09/23/2020, $181.61, 6782378, $188.39, $188.47, $181.1
09/22/2020, $187.78, 8939288, $186.79, $188.06, $182.185
09/21/2020, $183.21, 13765630, $174.84, $183.45, $174.08
09/18/2020, $176.07, 13557240, $176.7, $178.25, $171.63
09/17/2020, $175.79, 11840100, $176.63, $178.74, $173.79
09/16/2020, $180.91, 8174799, $187.095, $189.34, $180.67
09/15/2020, $186.02, 7763369, $190.05, $190.45, $184.18
09/14/2020, $186.96, 7053058, $186, $188.6, $184.38
09/11/2020, $184, 8110351, $191.462, $192.1, $180.93
09/10/2020, $190.09, 6580655, $196.09, $198.22, $187.84
09/09/2020, $194.6, 8541960, $191, $195.75, $187.3
09/08/2020, $185.95, 9282378, $184.7, $191.75, $184.7
09/04/2020, $191.84, 17034110, $200.985, $201.84, $182.85
09/03/2020, $204.99, 16006890, $205.69, $206.59, $194.95
09/02/2020, $210.82, 7219494, $211.622, $212.45, $204.6
09/01/2020, $208.93, 6237911, $205.59, $209.8799, $205.145
08/31/2020, $204.14, 5628727, $203.7, $205.2523, $202.2984
08/28/2020, $204.48, 4581319, $205.4159, $205.4159, $202.42
08/27/2020, $204.34, 6051898, $206.81, $207, $202.3
08/26/2020, $203.48, 6072171, $202.53, $205.35, $200.25
08/25/2020, $201.67, 5108202, $198.49, $201.96, $196.24
08/24/2020, $198.88, 5404075, $200, $201.0988, $196.57
08/21/2020, $196.79, 6092535, $197.93, $199.0999, $196.22
08/20/2020, $198.18, 6772962, $192.06, $198.7, $191.51
08/19/2020, $192.44, 6865340, $195.06, $196.84, $191.92
08/18/2020, $194.57, 5362472, $197.73, $198.75, $194
08/17/2020, $196.29, 6279277, $193.92, $197.42, $193.25
08/14/2020, $191.46, 4847965, $195.19, $195.4687, $190.51
08/13/2020, $193.07, 10082360, $192.1, $195.13, $191.48
08/12/2020, $191.32, 7939997, $190, $192.51, $189.4
08/11/2020, $189.03, 9155292, $192, $193.535, $186.52
08/10/2020, $193.32, 8792199, $198.7, $199.85, $191.69
08/07/2020, $198.63, 6525299, $203.71, $203.9509, $196.7
08/06/2020, $204.09, 5821425, $202, $204.16, $198.88
08/05/2020, $202.91, 7573326, $199, $204.23, $198.09
08/04/2020, $197.33, 5771585, $196.35, $199.1, $195.5206
08/03/2020, $197.07, 7961646, $198.25, $199.4, $195.22
07/31/2020, $196.07, 10865370, $193.05, $196.35, $191.69
07/30/2020, $192.51, 16803590, $191.81, $198.6599, $189.1314
07/29/2020, $184.6, 15436640, $178.45, $185.44, $178.27
07/28/2020, $176.27, 6125669, $178.01, $179.58, $176.0102
07/27/2020, $177.98, 6868784, $173.92, $178.46, $172.39
07/24/2020, $172.56, 6256092, $171.08, $173.6, $169.08
07/23/2020, $173.86, 6999615, $178.15, $180.75, $171.94
07/22/2020, $178.42, 4669007, $176.16, $179.49, $175.73
07/21/2020, $175.58, 5701784, $179.25, $179.46, $174.32
07/20/2020, $178.82, 6025037, $174.65, $179.64, $172.68
07/17/2020, $173.92, 7353955, $171.5, $174.56, $169.54
07/16/2020, $169.81, 6630594, $169.9, $171.34, $166.4998
07/15/2020, $172.06, 6659704, $172.99, $173.36, $169.01
07/14/2020, $172.3, 10624490, $168.75, $172.6, $164.33
07/13/2020, $171.51, 10234780, $180.42, $180.66, $170.74
07/10/2020, $178.4, 7583166, $181.63, $182.52, $177.13
07/09/2020, $183.23, 6340005, $183.4, $183.99, $179.15
07/08/2020, $181.57, 7233512, $178.89, $182.64, $178.5
07/07/2020, $177.28, 5529363, $177.69, $179.95, $176.31
07/06/2020, $176.18, 8348329, $180.29, $181.24, $174.46
07/02/2020, $177.21, 5943623, $179.69, $179.8, $176.72
07/01/2020, $177.43, 6869584, $174.625, $178.2348, $172.56
06/30/2020, $174.23, 6831902, $170.7, $174.69, $169.41
06/29/2020, $168.35, 5423702, $171.48, $171.48, $165.56
06/26/2020, $170.87, 8158658, $173.71, $173.71, $168.6
06/25/2020, $172.5, 6650737, $169, $172.78, $168.19
06/24/2020, $168, 8931751, $170.595, $173.48, $164.29
06/23/2020, $172.79, 7693874, $172, $175.4, $170.4
06/22/2020, $170.26, 7793821, $165.58, $170.9, $165.55
06/19/2020, $164.36, 11332670, $170.6, $171.12, $164.01
06/18/2020, $168.05, 8583734, $164.72, $168.83, $164.31
06/17/2020, $163.83, 5582620, $162.84, $164.9597, $161.66
06/16/2020, $161.22, 6539467, $160.19, $162.83, $158.3
06/15/2020, $157.55, 5117394, $152.63, $157.92, $152.22
06/12/2020, $155.26, 7038068, $157.06, $157.21, $151.89
06/11/2020, $153.04, 9041718, $158.34, $159.5, $152.915
06/10/2020, $159.91, 5881831, $157.6, $160.89, $157.6
06/09/2020, $156.86, 7265620, $155.79, $158.21, $155.5949
06/08/2020, $156.09, 5494431, $154.28, $156.21, $153.11
06/05/2020, $156, 8446143, $152.98, $156.34, $150
06/04/2020, $154.6, 7554487, $156.7, $159.4799, $153.635
06/03/2020, $156.78, 6732830, $157.49, $158.271, $155.12
06/02/2020, $157.49, 6344432, $156, $157.6, $154.61
06/01/2020, $154.53, 5658288, $154.9, $155.97, $153.05
05/29/2020, $155.01, 10156090, $150.5, $155.33, $148.93
05/28/2020, $148.79, 10050680, $144.73, $151.945, $144.51
05/27/2020, $145.96, 9554775, $145.48, $146.4, $140.02
05/26/2020, $147, 10267530, $154.12, $154.55, $146.29
05/22/2020, $150.86, 5724145, $148.26, $151, $147.36
05/21/2020, $148.22, 5612696, $150.58, $150.74, $148.04
05/20/2020, $150.94, 7811268, $148, $151.08, $147.9
05/19/2020, $145.39, 7779063, $146.75, $149.72, $145.22
05/18/2020, $146.24, 8580542, $148.125, $149.18, $145.99
05/15/2020, $145.51, 8361165, $142.9, $145.89, $141.63
05/14/2020, $144.41, 9272877, $142.07, $144.7, $141.43
05/13/2020, $143.73, 11142640, $140.2, $145.1, $139.61
05/12/2020, $141.03, 9757599, $144, $145.65, $140.91
05/11/2020, $143.96, 10273370, $142.96, $145.27, $142.18
05/08/2020, $144.96, 13169420, $143.25, $146.4, $142.11
05/07/2020, $146.29, 35487920, $139.92, $147.2, $139.28
05/06/2020, $128.31, 14031240, $127.05, $129.59, $126.12
05/05/2020, $125.43, 9241882, $124.94, $127.94, $124.85
05/04/2020, $123.66, 7674351, $121.26, $124.18, $120.31
05/01/2020, $120.61, 5613832, $119.85, $122.7, $119.43
04/30/2020, $123, 7569776, $121.35, $123.45, $120.62
04/29/2020, $123.58, 9891526, $119.3, $124.03, $118.645
04/28/2020, $116.14, 9192284, $121.66, $122, $115.9029
04/27/2020, $120.53, 6678219, $121.25, $122.387, $120.055
04/24/2020, $120.18, 10680410, $115.47, $120.47, $115.4
04/23/2020, $115.24, 7563183, $115.94, $118.385, $115
04/22/2020, $115.19, 12879850, $110.29, $116, $109.91
04/21/2020, $107.54, 11736610, $111.12, $112.85, $107.41
04/20/2020, $112.17, 10730720, $110.9, $114.3, $110.025
04/17/2020, $111.85, 11069780, $110.3, $112.12, $110.054
04/16/2020, $108.31, 9575624, $109.5, $109.525, $106.57
04/15/2020, $107.95, 7821377, $107.46, $109.09, $106.42
04/14/2020, $109.785, 8417858, $109, $110.98, $107.93
04/13/2020, $105.98, 7716160, $104.85, $106.29, $102.34
04/09/2020, $105.84, 10894920, $105.63, $108.7, $104.78
04/08/2020, $105.06, 9385890, $101.61, $105.505, $100.75
04/07/2020, $100.28, 10291510, $105.255, $106.23, $99.9
04/06/2020, $101.67, 11998990, $97.8, $102.5, $96.26
04/03/2020, $92.39, 7699462, $92.79, $92.95, $89.88
04/02/2020, $93.52, 7077181, $91.1, $94.6799, $90.92
04/01/2020, $91.38, 9628376, $92.72, $94.67, $90.38
03/31/2020, $95.74, 9882034, $96.38, $99.4314, $94.87
03/30/2020, $97.03, 8948597, $95.5, $98.2599, $94.37
03/27/2020, $93.48, 11311960, $97, $97.105, $93.06
03/26/2020, $100.63, 9452863, $96.31, $100.93, $95.635
03/25/2020, $95.71, 11814370, $97.43, $100.42, $95.27
03/24/2020, $97.29, 13936470, $89.4, $98, $89.4
03/23/2020, $85.26, 12969720, $86.29, $88.15, $82.07
03/20/2020, $86.68, 14874410, $95.64, $96.23, $86.21
03/19/2020, $93.69, 12181580, $91.56, $98.06, $87.04
